Id,Age,Gender,Education Level,Job Title,Years of Experience,Salary
530,34,Female,Master's,Product Manager,12,196000
531,25,Male,Bachelor's,Data Analyst,2,110000
532,29,Female,Master's,Data Scientist,6,180000
533,32,Male,Bachelor's,Software Engineer,8,190000
534,27,Female,Bachelor's,Product Manager,4,150000
535,31,Male,Bachelor's,Data Analyst,9,195000
536,28,Female,Bachelor's,Software Engineer,5,160000
537,33,Male,Master's,Product Manager,11,198000
538,26,Female,Bachelor's,Data Analyst,3,130000
539,30,Male,PhD,Data Scientist,7,185000
540,27,Female,Bachelor's,Software Engineer,4,140000
541,34,Male,Master's,Product Manager,12,196000
542,25,Female,Bachelor's,Data Analyst,2,110000
543,32,Male,Bachelor's,Software Engineer,8,190000
544,29,Female,Master's,Data Scientist,6,180000
545,30,Male,Bachelor's,Data Analyst,5,160000
546,33,Female,Master's,Product Manager,11,198000
547,24,Male,Bachelor's,Data Analyst,1,90000
548,31,Female,PhD,Data Scientist,9,195000
549,28,Male,Bachelor's,Software Engineer,5,160000
550,27,Female,Bachelor's,Product Manager,4,150000
551,26,Male,Bachelor's,Data Analyst,3,130000
552,29,Female,Master's,Data Scientist,6,180000
553,32,Male,Bachelor's,Software Engineer,8,190000
554,33,Female,Master's,Product Manager,11,198000
555,25,Male,Bachelor's,Data Analyst,2,110000
556,30,Female,PhD,Data Scientist,7,185000
557,27,Male,Bachelor's,Software Engineer,4,140000
558,34,Female,Master's,Product Manager,12,196000
559,31,Male,Bachelor's,Data Analyst,9,195000
560,28,Female,Bachelor's,Software Engineer,5,160000
561,26,Male,Bachelor's,Data Analyst,3,130000
562,29,Female,Master's,Data Scientist,6,180000
563,32,Male,Bachelor's,Software Engineer,8,190000
564,33,Female,Master's,Product Manager,11,198000
565,24,Male,Bachelor's,Data Analyst,1,90000
566,27,Male,Bachelor's,Software Engineer,4,140000
567,25,Female,Bachelor's,Data Analyst,2,110000
568,30,Female,PhD,Data Scientist,7,185000
569,31,Male,Bachelor's,Data Analyst,9,195000
570,28,Female,Bachelor's,Software Engineer,5,160000
571,26,Male,Bachelor's,Data Analyst,3,130000
572,29,Female,Master's,Data Scientist,6,180000
573,32,Male,Bachelor's,Software Engineer,8,190000
574,33,Female,Master's,Product Manager,11,198000
575,24,Male,Bachelor's,Data Analyst,1,90000
576,27,Male,Bachelor's,Software Engineer,4,140000
577,25,Female,Bachelor's,Data Analyst,2,110000
578,30,Female,PhD,Data Scientist,7,185000
579,31,Male,Bachelor's,Data Analyst,9,195000
580,28,Female,Bachelor's,Software Engineer,5,160000
581,26,Male,Bachelor's,Data Analyst,3,130000
582,29,Female,Master's,Data Scientist,6,180000
583,32,Male,Bachelor's,Software Engineer,8,190000
584,33,Female,Master's,Product Manager,11,198000
585,24,Male,Bachelor's,Data Analyst,1,90000
586,27,Male,Bachelor's,Software Engineer,4,140000
587,25,Female,Bachelor's,Data Analyst,2,110000
588,30,Female,PhD,Data Scientist,7,185000
589,31,Male,Bachelor's,Data Analyst,9,195000
590,28,Female,Bachelor's,Software Engineer,5,160000
591,26,Male,Bachelor's,Data Analyst,3,130000
592,29,Female,Master's,Data Scientist,6,180000
593,32,Male,Bachelor's,Software Engineer,8,190000
594,33,Female,Master's,Product Manager,11,198000
595,24,Male,Bachelor's,Data Analyst,1,90000
596,27,Male,Bachelor's,Software Engineer,4,140000
597,25,Male,Bachelor's,Data Analyst,2,125000
598,28,Female,Master's,Data Scientist,6,175000
599,30,Male,Bachelor's,Software Engineer,8,190000
600,27,Female,Bachelor's,Product Manager,4,150000
601,24,Male,Bachelor's,Data Analyst,1,95000
602,31,Male,Master's,Data Scientist,9,195000
603,28,Male,Bachelor's,Software Engineer,5,160000
604,33,Female,Master's,Product Manager,11,198000
605,26,Male,Bachelor's,Data Analyst,3,130000
606,30,Female,PhD,Data Scientist,7,185000
607,27,Male,Bachelor's,Software Engineer,4,140000
608,34,Female,Master's,Product Manager,12,196000
609,23,Male,Bachelor's,Data Analyst,1,90000
610,32,Female,PhD,Data Scientist,10,193000
611,29,Male,Bachelor's,Software Engineer,6,170000
612,30,Female,Bachelor's,Product Manager,5,160000
613,26,Male,Bachelor's,Data Analyst,3,135000
614,31,Female,Master's,Data Scientist,6,180000
615,28,Male,Bachelor's,Software Engineer,5,160000
616,33,Female,Master's,Product Manager,11,198000
617,24,Male,Bachelor's,Data Analyst,1,90000
618,30,Female,PhD,Data Scientist,7,185000
619,27,Male,Bachelor's,Software Engineer,4,140000
620,34,Female,Master's,Product Manager,12,196000
621,25,Male,Bachelor's,Data Analyst,2,115000
622,29,Female,Master's,Data Scientist,6,180000
623,32,Male,Bachelor's,Software Engineer,8,190000
624,27,Female,Bachelor's,Product Manager,4,150000
625,31,Male,Bachelor's,Data Analyst,9,195000
626,28,Female,Bachelor's,Software Engineer,5,160000
627,33,Male,Master's,Product Manager,11,198000
628,26,Female,Bachelor's,Data Analyst,3,130000
629,30,Male,PhD,Data Scientist,7,185000
630,27,Female,Bachelor's,Software Engineer,4,140000
631,34,Male,Master's,Product Manager,12,196000
632,25,Female,Bachelor's,Data Analyst,2,110000
633,32,Male,Bachelor's,Software Engineer,8,190000
634,29,Female,Master's,Data Scientist,6,180000
635,30,Male,Bachelor's,Data Analyst,5,160000
636,33,Female,Master's,Product Manager,11,198000
637,24,Male,Bachelor's,Data Analyst,1,90000
638,31,Female,PhD,Data Scientist,9,195000
639,28,Male,Bachelor's,Software Engineer,5,160000
640,27,Female,Bachelor's,Product Manager,4,150000
641,26,Male,Bachelor's,Data Analyst,3,130000
642,29,Female,Master's,Data Scientist,6,180000
643,32,Male,Bachelor's,Software Engineer,8,190000
644,33,Female,Master's,Product Manager,11,198000
645,25,Male,Bachelor's,Data Analyst,2,110000
646,30,Female,PhD,Data Scientist,7,185000
647,27,Male,Bachelor's,Software Engineer,4,140000
648,34,Female,Master's,Product Manager,12,196000
649,31,Male,Bachelor's,Data Analyst,9,195000
650,28,Female,Bachelor's,Software Engineer,5,160000
651,26,Male,Bachelor's,Data Analyst,3,130000
652,29,Female,Master's,Data Scientist,6,180000
653,32,Male,Bachelor's,Software Engineer,8,190000
654,33,Female,Master's,Product Manager,11,198000
655,24,Male,Bachelor's,Data Analyst,1,90000
656,27,Male,Bachelor's,Software Engineer,4,140000
657,25,Female,Bachelor's,Data Analyst,2,110000
658,30,Female,PhD,Data Scientist,7,185000
659,31,Male,Bachelor's,Data Analyst,9,195000
660,28,Female,Bachelor's,Software Engineer,5,160000
661,26,Male,Bachelor's,Data Analyst,3,130000
662,29,Female,Master's,Data Scientist,6,180000
663,32,Male,Bachelor's,Software Engineer,8,190000
664,33,Female,Master's,Product Manager,11,198000
665,24,Male,Bachelor's,Data Analyst,1,90000
666,27,Male,Bachelor's,Software Engineer,4,140000
667,25,Female,Bachelor's,Data Analyst,2,110000
668,30,Female,PhD,Data Scientist,7,185000
669,31,Male,Bachelor's,Data Analyst,9,195000
670,28,Female,Bachelor's,Software Engineer,5,160000
671,26,Male,Bachelor's,Data Analyst,3,130000
672,29,Female,Master's,Data Scientist,6,180000
673,32,Male,Bachelor's,Software Engineer,8,190000
674,33,Female,Master's,Product Manager,11,198000
675,24,Male,Bachelor's,Data Analyst,1,90000
676,27,Male,Bachelor's,Software Engineer,4,140000
677,23,Male,Bachelor's,Data Analyst,1,90000
678,27,Female,Master's,Data Scientist,4,150000
679,32,Male,Bachelor's,Software Engineer,8,190000
680,24,Female,Bachelor's,Product Manager,3,125000
681,25,Male,Bachelor's,Data Analyst,2,110000
682,31,Male,Master's,Data Scientist,7,180000
683,28,Male,Bachelor's,Software Engineer,5,160000
684,33,Female,Master's,Product Manager,10,195000
685,26,Male,Bachelor's,Data Analyst,3,130000
686,30,Female,PhD,Data Scientist,6,170000
687,27,Male,Bachelor's,Software Engineer,4,140000
688,34,Female,Master's,Product Manager,11,196000
689,23,Male,Bachelor's,Data Analyst,1,92000
690,32,Female,PhD,Data Scientist,9,195000
691,29,Male,Bachelor's,Software Engineer,6,170000
692,30,Female,Bachelor's,Product Manager,5,160000
693,26,Male,Bachelor's,Data Analyst,3,135000
694,31,Female,Master's,Data Scientist,6,180000
695,28,Male,Bachelor's,Software Engineer,5,165000
696,33,Female,Master's,Product Manager,11,198000
697,24,Male,Bachelor's,Data Analyst,1,95000
698,30,Female,PhD,Data Scientist,7,185000
699,27,Male,Bachelor's,Software Engineer,4,140000
700,34,Female,Master's,Product Manager,12,196000
701,25,Male,Bachelor's,Data Analyst,2,115000
702,29,Female,Master's,Data Scientist,6,180000
703,32,Male,Bachelor's,Software Engineer,8,190000
704,27,Female,Bachelor's,Product Manager,4,150000
705,31,Male,Bachelor's,Data Analyst,9,195000
706,28,Female,Bachelor's,Software Engineer,5,160000
707,33,Male,Master's,Product Manager,11,198000
708,26,Female,Bachelor's,Data Analyst,3,130000
709,30,Male,PhD,Data Scientist,7,185000
710,27,Female,Bachelor's,Software Engineer,4,140000
711,34,Male,Master's,Product Manager,12,196000
712,25,Female,Bachelor's,Data Analyst,2,110000
713,32,Male,Bachelor's,Software Engineer,8,190000
714,29,Female,Master's,Data Scientist,6,180000
715,30,Male,Bachelor's,Data Analyst,5,160000
716,33,Female,Master's,Product Manager,11,198000
717,24,Male,Bachelor's,Data Analyst,1,90000
718,31,Female,PhD,Data Scientist,9,195000
719,28,Male,Bachelor's,Software Engineer,5,160000
720,27,Female,Bachelor's,Product Manager,4,150000
721,26,Male,Bachelor's,Data Analyst,3,130000
722,29,Female,Master's,Data Scientist,6,180000
723,32,Male,Bachelor's,Software Engineer,8,190000
724,33,Female,Master's,Product Manager,11,198000
725,25,Male,Bachelor's,Data Analyst,2,110000
726,30,Female,PhD,Data Scientist,7,185000
727,27,Male,Bachelor's,Software Engineer,4,140000
728,34,Female,Master's,Product Manager,12,196000
729,31,Male,Bachelor's,Data Analyst,9,195000
730,28,Female,Bachelor's,Software Engineer,5,160000
731,26,Male,Bachelor's,Data Analyst,3,130000
732,29,Female,Master's,Data Scientist,6,180000
733,32,Male,Bachelor's,Software Engineer,8,190000
734,33,Female,Master's,Product Manager,11,198000
735,24,Male,Bachelor's,Data Analyst,1,90000
736,27,Male,Bachelor's,Software Engineer,4,140000
737,25,Female,Bachelor's,Data Analyst,2,110000
738,30,Female,PhD,Data Scientist,7,185000
739,31,Male,Bachelor's,Data Analyst,9,195000
740,28,Female,Bachelor's,Software Engineer,5,160000
741,26,Male,Bachelor's,Data Analyst,3,130000
742,29,Female,Master's,Data Scientist,6,180000
743,32,Male,Bachelor's,Software Engineer,8,190000
744,33,Female,Master's,Product Manager,11,198000
745,24,Male,Bachelor's,Data Analyst,1,90000
746,27,Male,Bachelor's,Software Engineer,4,140000
747,25,Female,Bachelor's,Data Analyst,2,110000
748,30,Female,PhD,Data Scientist,7,185000
749,31,Male,Bachelor's,Data Analyst,9,195000
750,28,Female,Bachelor's,Software Engineer,5,160000
751,26,Male,Bachelor's,Data Analyst,3,130000
752,29,Female,Master's,Data Scientist,6,180000
753,32,Male,Bachelor's,Software Engineer,8,190000
754,33,Female,Master's,Product Manager,11,198000
755,24,Male,Bachelor's,Data Analyst,1,90000
756,27,Male,Bachelor's,Software Engineer,4,140000
757,25,Female,Bachelor's,Data Analyst,2,110000
758,30,Female,PhD,Data Scientist,7,185000
759,31,Male,Bachelor's,Data Analyst,9,195000
760,28,Female,Bachelor's,Software Engineer,5,160000
761,26,Male,Bachelor's,Data Analyst,3,130000
762,29,Female,Master's,Data Scientist,6,180000
763,32,Male,Bachelor's,Software Engineer,8,190000
764,33,Female,Master's,Product Manager,11,198000
765,24,Male,Bachelor's,Data Analyst,1,90000
766,27,Male,Bachelor's,Software Engineer,4,140000
767,25,Female,Bachelor's,Data Analyst,2,110000
768,30,Female,PhD,Data Scientist,7,185000
769,31,Male,Bachelor's,Data Analyst,9,195000
770,28,Female,Bachelor's,Software Engineer,5,160000
771,26,Male,Bachelor's,Data Analyst,3,130000
772,29,Female,Master's,Data Scientist,6,180000
773,32,Male,Bachelor's,Software Engineer,8,190000
774,33,Female,Master's,Product Manager,11,198000
775,24,Male,Bachelor's,Data Analyst,1,90000
776,27,Male,Bachelor's,Software Engineer,4,140000
777,25,Female,Bachelor's,Data Analyst,2,110000
778,30,Female,PhD,Data Scientist,7,185000
779,31,Male,Bachelor's,Data Analyst,9,195000
780,28,Female,Bachelor's,Software Engineer,5,160000
781,26,Male,Bachelor's,Data Analyst,3,130000
782,29,Female,Master's,Data Scientist,6,180000
783,32,Male,Bachelor's,Software Engineer,8,190000
784,33,Female,Master's,Product Manager,11,198000
785,24,Male,Bachelor's,Data Analyst,1,90000
786,27,Male,Bachelor's,Software Engineer,4,140000
787,25,Female,Bachelor's,Data Analyst,2,110000
788,30,Female,PhD,Data Scientist,7,185000
789,31,Male,Bachelor's,Data Analyst,9,195000
790,28,Female,Bachelor's,Software Engineer,5,160000
791,26,Male,Bachelor's,Data Analyst,3,130000
792,29,Female,Master's,Data Scientist,6,180000
793,32,Male,Bachelor's,Software Engineer,8,190000
794,33,Female,Master's,Product Manager,11,198000
795,24,Male,Bachelor's,Data Analyst,1,90000
796,27,Male,Bachelor's,Software Engineer,4,140000
797,25,Female,Bachelor's,Data Analyst,2,110000
798,30,Female,PhD,Data Scientist,7,185000
799,31,Male,Bachelor's,Data Analyst,9,195000
800,28,Female,Bachelor's,Software Engineer,5,160000
801,26,Male,Bachelor's,Data Analyst,3,130000
802,29,Female,Master's,Data Scientist,6,180000
803,32,Male,Bachelor's,Software Engineer,8,190000
804,33,Female,Master's,Product Manager,11,198000
805,24,Male,Bachelor's,Data Analyst,1,90000
806,27,Male,Bachelor's,Software Engineer,4,140000
807,25,Female,Bachelor's,Data Analyst,2,110000
808,30,Female,PhD,Data Scientist,7,185000
809,31,Male,Bachelor's,Data Analyst,9,195000
810,28,Female,Bachelor's,Software Engineer,5,160000
811,25,Male,Bachelor's,Data Analyst,3,135000
812,32,Male,Bachelor's,Software Engineer,8,190000
813,29,Female,Master's,Data Scientist,6,180000
814,30,Male,Bachelor's,Data Analyst,5,160000
815,24,Male,Bachelor's,Data Analyst,1,95000
816,33,Female,Master's,Product Manager,11,196000
817,27,Male,Bachelor's,Software Engineer,4,140000
818,26,Male,Bachelor's,Data Analyst,3,130000
819,30,Female,PhD,Data Scientist,7,185000
820,31,Male,Bachelor's,Data Analyst,9,195000
821,28,Female,Bachelor's,Software Engineer,5,160000
822,26,Female,Bachelor's,Data Analyst,3,130000
823,30,Male,PhD,Data Scientist,7,185000
824,27,Female,Bachelor's,Product Manager,4,150000
825,24,Male,Bachelor's,Data Analyst,1,90000
826,33,Male,Master's,Product Manager,11,198000
827,25,Male,Bachelor's,Data Analyst,2,115000
828,28,Male,Bachelor's,Software Engineer,5,165000
829,26,Male,Bachelor's,Data Analyst,3,130000
830,29,Female,Master's,Data Scientist,6,180000
831,32,Male,Bachelor's,Software Engineer,8,190000
832,33,Female,Master's,Product Manager,11,198000
833,27,Male,Bachelor's,Software Engineer,4,140000
834,31,Female,Master's,Data Scientist,6,180000
835,30,Male,Bachelor's,Data Analyst,5,160000
836,24,Male,Bachelor's,Data Analyst,1,92000
837,28,Female,Bachelor's,Software Engineer,5,160000
838,26,Male,Bachelor's,Data Analyst,3,130000
839,32,Male,Bachelor's,Software Engineer,8,190000
840,33,Female,Master's,Product Manager,11,198000
841,25,Male,Bachelor's,Data Analyst,2,110000
842,30,Female,PhD,Data Scientist,7,185000
843,27,Male,Bachelor's,Software Engineer,4,140000
844,34,Female,Master's,Product Manager,12,196000
845,31,Male,Bachelor's,Data Analyst,9,195000
846,28,Female,Bachelor's,Software Engineer,5,160000
847,26,Male,Bachelor's,Data Analyst,3,130000
848,29,Female,Master's,Data Scientist,6,180000
849,32,Male,Bachelor's,Software Engineer,8,190000
850,33,Female,Master's,Product Manager,11,198000
851,24,Male,Bachelor's,Data Analyst,1,90000
852,27,Male,Bachelor's,Software Engineer,4,140000
853,25,Female,Bachelor's,Data Analyst,2,110000
854,30,Female,PhD,Data Scientist,7,185000
855,31,Male,Bachelor's,Data Analyst,9,195000
856,28,Female,Bachelor's,Software Engineer,5,160000
857,26,Male,Bachelor's,Data Analyst,3,130000
858,29,Female,Master's,Data Scientist,6,180000
859,32,Male,Bachelor's,Software Engineer,8,190000
860,33,Female,Master's,Product Manager,11,198000
861,24,Male,Bachelor's,Data Analyst,1,90000
862,27,Male,Bachelor's,Software Engineer,4,140000
863,25,Female,Bachelor's,Data Analyst,2,110000
864,30,Female,PhD,Data Scientist,7,185000
865,31,Male,Bachelor's,Data Analyst,9,195000
866,28,Female,Bachelor's,Software Engineer,5,160000
867,26,Male,Bachelor's,Data Analyst,3,130000
868,29,Female,Master's,Data Scientist,6,180000
869,32,Male,Bachelor's,Software Engineer,8,190000
870,33,Female,Master's,Product Manager,11,198000
871,24,Male,Bachelor's,Data Analyst,1,90000
872,27,Male,Bachelor's,Software Engineer,4,140000
873,25,Female,Bachelor's,Data Analyst,2,110000
874,30,Female,PhD,Data Scientist,7,185000
875,31,Male,Bachelor's,Data Analyst,9,195000
876,28,Female,Bachelor's,Software Engineer,5,160000
877,26,Male,Bachelor's,Data Analyst,3,130000
878,29,Female,Master's,Data Scientist,6,180000
879,32,Male,Bachelor's,Software Engineer,8,190000
880,33,Female,Master's,Product Manager,11,198000
881,24,Male,Bachelor's,Data Analyst,1,90000
882,27,Male,Bachelor's,Software Engineer,4,140000
883,25,Female,Bachelor's,Data Analyst,2,110000
884,30,Female,PhD,Data Scientist,7,185000
885,31,Male,Bachelor's,Data Analyst,9,195000
886,28,Female,Bachelor's,Software Engineer,5,160000
887,26,Male,Bachelor's,Data Analyst,3,130000
888,29,Female,Master's,Data Scientist,6,180000
889,32,Male,Bachelor's,Software Engineer,8,190000
890,33,Female,Master's,Product Manager,11,198000
891,24,Male,Bachelor's,Data Analyst,1,90000
892,27,Male,Bachelor's,Software Engineer,4,140000
893,25,Female,Bachelor's,Data Analyst,2,110000
894,30,Female,PhD,Data Scientist,7,185000
895,31,Male,Bachelor's,Data Analyst,9,195000
896,28,Female,Bachelor's,Software Engineer,5,160000
897,26,Male,Bachelor's,Data Analyst,3,130000
898,29,Female,Master's,Data Scientist,6,180000
899,32,Male,Bachelor's,Software Engineer,8,190000
900,33,Female,Master's,Product Manager,11,198000
